dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.7334285714285714,0.5508333333333334,0.8608449539999999,0.8705192704759316,0.9344926584348474,0.8069866448471423,0.8922877033551534,0.103154385505918,0.3477472496101963,0.2674091162924729,25.474271392822267,0.23943691713619566
