dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.8401734006734006,0.7424999999999999,0.8415299226666668,0.86656656869772,0.9209598297543095,0.8018755249493511,0.8805238087972005,0.06254134215849835,0.2911935084122137,0.23762436471840404,40.01724650065104,0.19711973842970534
