dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.5161150793650794,0.4291666666666666,0.8254867813333334,0.8481223561860777,0.9197296126110851,0.7666524532780409,0.8836860020955404,0.05236539403800214,0.22674098771300108,0.2384442035759898,22.888119379679363,0.17251686177566433
