dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.8072142857142857,0.7316666666666668,0.8211495453333334,0.8471862166756939,0.9158764914602406,0.7833756694098116,0.8752528230349222,0.051291624931016876,0.2756758676585194,0.22998114314648818,42.06426213582357,0.18564954524534147
