dataset,rows,med1,med2,semantic,sbert,cohere,voyage,bert,bleu,meteor,rouge_l,perplexity,ling,openai
sample_15,15,0.6983068043068044,0.7958333333333333,0.8829058456676047,0.8504392080000002,0.8668366294005186,0.9279780161508618,0.886369526386261,0.07331100238549887,0.3244789956433459,0.23031156384226176,22.663618342081705,0.20936718729036885,0.7959603828420576
