dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.6275446127946128,0.5149999999999999,0.8440310480000001,0.8530752563278319,0.920285746116429,0.7751343241551165,0.8865644852320353,0.05286695394635364,0.2797595394721277,0.21981763344997224,17.260286331176758,0.18414804228948453
