dataset,rows,med1,med2,semantic,sbert,cohere,voyage,bert,bleu,meteor,rouge_l,perplexity,ling,openai
sample_15,15,0.6725281385281385,0.7191666666666666,0.8663826616779143,0.8175354886666667,0.8502765308693765,0.9127192415619859,0.8849993864695231,0.06482291691791466,0.28569154946111813,0.21643652111556821,17.70992259979248,0.18898366249820037,0.7668667053905681
