dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.5500501443001443,0.44333333333333336,0.830541206,0.8492371055737064,0.9192841485115779,0.7795771195370326,0.8842070420583089,0.054838342099890545,0.22114237411687465,0.24204264794685038,27.11913839975993,0.1726744547212052
