dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.6472113997113997,0.43916666666666665,0.845587408,0.8564736774037922,0.9231722781175559,0.7901656307567229,0.8880451162656148,0.07269303200679347,0.288510517276075,0.2511862460236487,19.29370225270589,0.20412993176883906
