dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.5081623376623378,0.4472222222222222,0.8232657006666667,0.8322779070148336,0.9122293187544463,0.7422000005517376,0.8804869691530863,0.056190631166444974,0.22546266636569795,0.23043086204653898,26.340036964416505,0.17069471985956064
