dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.5503015873015874,0.49666666666666676,0.7391410719999999,0.8088140879483647,0.8887675525716644,0.7064840684433068,0.8772376656532288,0.06460301447168085,0.2608006425359186,0.21427523725590367,20.257175318400066,0.17989296475450106
