dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.8371084656084657,0.7619444444444446,0.8301923626666667,0.8525887701289387,0.9130923974798921,0.7921253126376396,0.8770495891571045,0.06409324685645532,0.2950575647163445,0.2399529422959626,44.490041987101236,0.19970125128958746
