dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.5573824786324786,0.4791666666666666,0.8370013499999999,0.8483997301942249,0.9185967518771182,0.7748506757188696,0.8845821420351664,0.06392513685697201,0.3060659404626233,0.24954755190261596,19.454202524820964,0.20651287640740373
