dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.7463306878306878,0.5416666666666665,0.8446639533333333,0.8554597533962129,0.926519318544513,0.8000927974415322,0.8891035358111063,0.0748555925630601,0.3266923873272149,0.2431014615860807,25.648777071634928,0.21488314715878526
