dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.575854636104636,0.5299999999999999,0.7502843726666666,0.801571901192937,0.8894619919526576,0.7023050815482467,0.8768477400143941,0.0548244105859665,0.2620447514891822,0.21175746830416756,31.588292821248373,0.17620887679310546
