dataset,rows,med1,med2,sbert,cohere,voyage,openai,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.6872724867724868,0.5549999999999999,0.8453522746666666,0.8597945942869555,0.9209069304304305,0.7878644313701718,0.8877322673797607,0.06389838360373555,0.2968255178406743,0.2302990140152162,16.29102741877238,0.19700763848654204
