dataset,rows,med1,med2,semantic,sbert,cohere,voyage,bert,bleu,meteor,rouge_l,perplexity,ling
sample_15,15,0.6424034992784993,0.6913888888888888,0.8663826616779143,0.8175354886666667,0.8502765308693765,0.9127192415619859,0.8849993864695231,0.06482291691791466,0.28569154946111813,0.21643652111556821,17.70992259979248,0.18898366249820037
